Soil,Seed,Fertilizer,Sunny_Days,Rainfall_mm,Irrigation,Yield
69.16065927,0,93.21380212,97.34087231,406.590327,7,542.1986557
50.25185577,1,291.8572526,95.77089651,470.3342427,7,953.0038316
71.55653689,0,257.7342033,95.24815214,491.5209267,5,629.6122006
56.02916462,1,78.63983817,100.9714111,489.6054895,6,802.7246331
56.07763292,0,288.9181347,105.622627,496.2321299,5,655.5851477
69.53700029,1,134.9298398,87.69701672,412.4424033,5,799.51167
82.80218671,1,194.8264428,100.2919982,334.107708,5,893.6507709
61.77138092,1,230.8385179,89.39271399,458.7838846,7,1043.569183
89.55415264,1,114.4469724,87.64864797,339.9493606,8,996.2891477
78.25736693,0,272.39283,95.10064888,551.8502727,7,630.3023854
51.56390916,1,272.9928851,100.0790527,739.7581368,2,615.3236169
81.5304258,0,129.9272319,89.68477091,501.1686905,5,403.3110284
58.89048497,1,192.4743789,104.9320078,521.1836607,3,582.4097201
97.67812966,1,163.6631542,87.0860037,495.1920099,4,807.8234488
76.21369292,0,199.2945856,100.9211963,405.1456699,4,471.9183383
58.56993797,1,128.732851,110.4534161,332.9667652,6,878.3493786
56.16433895,1,118.478091,82.3451874,601.8040962,5,546.1605036
92.81786255,1,203.0799162,94.23701171,570.8631429,4,717.8845224
74.67477545,1,68.23374745,102.3056126,328.9287926,2,559.6932434
50.89604271,1,226.8802128,95.3038684,571.4402152,4,726.2019645
90.88788458,0,180.9217555,98.36227703,425.5298936,7,575.8658819
94.44616255,0,172.716896,104.8199564,640.9535348,7,622.4718431
90.14346939,1,147.537557,98.46812058,595.1324529,4,770.0802616
61.13903527,1,121.0429702,111.9298409,669.0443836,5,661.512786
88.74019286,1,294.3841876,102.0710196,485.2499468,7,1054.904852
71.10854136,0,222.6527737,73.89365269,489.4035066,5,558.7264757
56.70921881,1,119.7417503,97.74022949,524.2741965,5,719.4516935
79.48184896,0,79.23045678,101.1103881,391.9851419,5,525.6195484
99.32688873,1,97.49168519,85.54805127,733.7761008,3,552.6512193
75.17343047,1,76.71069519,87.60658432,691.2388576,4,532.2973225
56.19085041,0,229.5338279,89.69954629,402.9353986,4,428.4683241
98.25474866,0,65.12204015,106.3211624,388.059303,8,790.3939632
56.51555768,1,286.5170171,113.8427661,530.1414848,5,887.4627787
77.90690034,1,195.1552485,108.8623787,506.4156015,5,829.9582032
85.07529761,0,91.64745874,98.35614717,532.6624343,6,525.9406835
61.06090639,1,197.8705233,100.763853,388.1853656,7,966.8969023
97.63601576,1,257.4298813,98.62973644,387.2178987,9,1182.060357
64.71342714,1,168.5741654,85.00721177,397.0324878,7,938.3502092
50.72826724,1,271.7493173,89.28731201,504.1044505,4,824.5161646
57.55858345,1,266.5990691,100.8809156,578.6357994,8,967.5820972
87.76714201,1,216.0496528,85.43488926,459.2863189,4,817.2796696
59.01315771,1,65.0946585,130.0862881,489.5359661,6,779.9393059
98.93982689,0,53.95519592,101.7080004,520.8622975,3,342.5567116
83.44687052,0,274.208643,94.20011242,284.094413,5,637.6310927
55.01134437,1,72.07603219,109.2369556,489.8283219,1,551.8005278
75.96411892,1,173.2475876,118.4820204,460.5021934,2,719.8672537
81.02536286,1,179.6909418,111.0419011,486.0769697,4,773.4674337
81.47306135,1,155.3567285,109.1714541,442.033484,3,775.9932585
78.5402372,1,220.248924,103.710773,485.3134745,8,998.3081735
67.10629812,1,115.0252552,95.15313424,466.8334008,6,801.9347524
76.76349548,1,112.8856356,108.2533462,610.3068446,9,880.4281471
54.07159178,1,248.9152791,87.52319151,626.7298379,7,853.6626518
77.72749541,1,86.48450752,91.28479615,418.2347621,9,960.8907665
95.75847616,1,215.6645191,104.4485668,596.3013297,3,778.0312664
65.7366386,1,131.396865,93.95973506,535.3856716,8,788.6140108
89.68036438,0,160.203621,112.5405812,619.8766092,6,514.6186395
55.35197495,1,104.5275006,98.03961745,245.5333223,8,1094.032478
69.58058264,1,197.5334274,96.40840563,383.5784437,7,1044.793573
74.38131471,1,279.9535289,87.85451199,535.3928665,6,806.2094841
56.44049886,0,81.41452582,89.37960794,488.8416297,5,381.6817346
63.48489604,1,231.5460159,90.7911983,449.1520025,5,881.1948368
93.37340121,1,234.9846891,102.4450876,450.6290278,6,978.9635664
86.61727536,1,263.4834578,98.91757721,640.5095767,8,991.293538
97.12178103,1,209.2294819,105.1841953,412.1489715,4,850.4121418
75.99086438,1,197.228912,104.3925885,545.5159315,8,910.2730517
51.40168836,1,202.4799916,119.3461774,499.4094007,10,1078.69535
51.48578662,1,220.802976,94.36354295,512.2604809,6,823.5256842
69.88397007,1,99.64368964,84.48936454,362.3058779,10,1022.651907
62.97072274,1,125.1171455,86.11991757,630.9943414,9,853.7116631
55.34483862,0,111.8761317,84.90613062,550.520948,7,422.5355212
56.24692575,1,150.4246401,92.68760554,530.2270697,7,855.3545327
63.87846753,1,157.6855521,96.786831,544.5841868,9,917.4860952
67.29671048,1,269.3004703,103.9800722,537.065951,3,749.4544566
73.63318433,1,81.00117936,95.82914881,489.5001106,5,586.0585702
87.13982233,0,152.3427934,113.8439701,574.0950009,9,679.5900426
96.19541442,1,169.8487945,96.75670161,569.982534,5,818.0892389
50.49113311,1,101.5359769,108.5574341,521.5349682,2,602.4629557
57.43101765,1,190.3757603,109.6976176,585.0184304,7,856.5801913
60.93910898,1,271.3139793,89.91247455,531.8213489,3,667.1672334
55.50966779,1,53.08397434,122.8187748,520.1576499,4,675.754603
61.22056605,1,163.4335724,99.32993291,559.6453631,5,685.7141335
70.73022652,1,122.503311,95.95117594,405.9487155,7,823.7988073
66.35732929,1,227.8949262,93.35041984,443.9171223,5,753.1744649
65.16459607,1,200.154031,104.1059782,358.5374113,5,918.5111555
89.16983228,1,58.6698197,117.3803031,730.528,6,679.9593669
98.21846,1,129.792867,106.7946936,574.3625147,5,837.8842219
58.8816145,1,269.4928153,92.21684362,560.3638952,5,868.9203189
77.89259658,0,255.5698566,112.9169169,576.1517381,6,710.3213534
64.92949239,1,166.0626154,102.0694038,434.5803276,7,942.3071649
80.37339032,0,132.5629255,106.5040741,496.5720139,4,401.1277797
71.58955626,1,242.2430013,103.0417353,676.9263277,7,796.2431911
89.6038288,1,105.3554311,100.5517326,451.9666694,3,758.9993682
80.64843379,1,242.1575704,86.01266248,562.6488125,3,742.2667541
53.12632732,1,218.913881,126.6974707,410.7977058,4,924.8611237
96.05407953,0,99.72844072,100.8339045,457.9955172,7,596.0472042
69.87338126,0,288.3627532,92.52648319,549.8679579,4,505.875509
97.48233686,0,129.2530186,96.10146203,550.5220178,6,522.4490427
77.51782287,0,155.3042111,77.78843652,608.6841106,7,530.4351765
85.07381622,1,72.79087499,116.6859624,468.5539802,6,851.3053525
64.02949886,1,284.0804467,91.36862361,497.1456776,8,1025.828041
53.84782235,0,154.551279,94.1068728,537.8916265,0,179.7157478
62.2607514,1,263.5380605,90.23776081,350.1142225,3,888.8703176
94.26677759,1,273.14573,75.85302868,568.7465698,5,787.1652815
78.3195172,1,125.3699886,103.746558,456.3324831,7,929.2069019
91.70408906,1,229.4183836,113.0398812,554.9362099,5,868.768779
52.89359459,1,225.7393521,82.21384992,458.9972871,6,832.3513594
57.93371776,1,138.1151237,96.53679984,548.4671161,3,618.8055705
73.61488724,0,282.0244066,88.3745215,387.2038871,2,465.2667716
53.12315919,0,215.8255892,83.20991729,432.2363335,2,399.9535546
81.29377722,0,264.3999005,89.5241264,650.212638,6,556.1956321
56.67816847,1,139.3413292,96.0670454,479.6965611,9,900.2154071
94.30323444,1,258.089867,86.24107159,626.4428294,6,768.4675656
78.80521458,1,153.0382279,87.73444761,537.2317568,3,670.475027
88.8002459,1,282.8324746,99.5421105,421.222977,2,755.3227908
92.67246667,1,54.62058075,123.8431848,561.9806102,8,881.193757
88.15969679,1,275.8512912,100.7317269,434.6207929,6,1028.734737
50.62380243,1,71.98445194,100.110429,336.4956985,3,671.5217063
65.06445938,0,226.9748621,100.8498129,556.6605606,5,592.0384993
91.5151843,0,61.802053,114.4279202,505.2328843,3,291.508889
93.29516742,1,223.5028744,101.2499127,438.7940488,8,1102.033643
55.62708391,1,152.0000177,75.41761725,535.4316397,12,1061.211829
57.01339207,1,128.3329786,91.47751324,444.0159266,4,671.842687
75.9216155,1,52.96370854,101.0199983,496.7478546,7,819.0713742
78.08952154,0,50.44267808,101.9518663,700.0427906,3,174.3022611
79.10576725,1,296.103452,94.00599765,492.3014386,3,854.113065
56.37494409,1,81.68055074,99.35714729,730.4145312,7,726.5449815
59.17522335,1,284.8800727,98.15920192,696.5050841,4,669.1325403
59.22340534,0,98.79907183,106.2137875,317.7153764,6,636.9676561
81.19339503,1,161.6889506,98.74006843,645.4406055,7,848.1817518
83.43912715,0,285.5019105,100.5596376,678.0503446,7,613.2246306
74.48590397,1,272.9192616,98.49426258,515.8621632,1,594.7325496
97.04483489,0,207.407196,103.3606628,396.9322918,8,729.473416
87.35198244,1,288.6520383,98.91261862,413.8144714,10,1282.338952
60.99303883,1,241.9321262,120.8654489,470.1473555,5,878.0261462
69.31386846,1,229.8635096,119.7940617,406.4670763,3,805.1066011
81.82027225,1,101.1348923,94.25837356,549.5260427,4,663.2809907
89.86622086,1,184.6723509,120.5098905,689.6336754,6,796.7365398
50.25077357,1,79.24695024,96.57340916,477.8728099,4,647.5935256
95.05574628,1,55.09195699,104.0080887,555.2883721,6,865.1544817
80.57670923,1,102.8663653,113.3748478,370.70778,3,808.7371279
72.04474167,1,233.4613631,94.05973383,432.7999657,6,849.9367718
72.13283878,0,234.0770821,100.7417745,509.3411642,2,409.7256919
57.97072317,1,204.696033,111.0516505,501.7798551,5,795.1537127
65.38528211,1,83.21100555,97.79170564,442.1700308,5,644.865666
63.64109512,1,238.2562576,94.70560999,426.923251,5,836.0185802
63.99628394,0,178.4194731,95.76293746,513.6304599,6,576.0500999
56.7274538,0,189.1826101,80.51011138,593.8408861,3,301.5107663
98.16190792,0,176.5530818,86.05625422,613.6062522,6,529.6989801
63.51639526,1,188.6085644,92.44565336,393.618771,2,745.4207201
50.95758623,0,212.5149364,96.99789568,331.4662075,4,495.035839
72.57609811,0,198.8893402,105.4886657,630.7033727,1,221.7240014
71.53888362,1,288.6813002,101.6405785,560.8512245,6,964.2370378
51.58528669,1,50.43724805,99.91574475,687.0340263,1,427.8507397
80.9383401,1,138.9020834,96.23440347,588.5714094,5,748.7913812
74.22093432,0,259.407176,111.5939637,463.9379283,3,545.4035567
72.93614443,1,147.5976578,83.81233718,543.1310015,8,871.3664086
68.46869452,1,249.9929247,99.78040942,315.6502666,3,774.9881767
79.64675688,1,116.838413,98.23630718,508.3774151,6,849.7478256
97.21208762,0,113.5843811,104.9047173,377.2713184,10,787.2976275
99.59451646,1,214.36942,98.5668685,625.1513262,4,859.259101
82.94274625,1,135.0785652,103.8501163,472.2410849,3,668.6045996
77.20355668,1,64.45145921,109.2356639,276.5959339,7,984.9146753
92.90718916,1,152.6637904,105.9353587,358.9344161,9,1147.503304
59.13270867,1,275.3540145,96.9068847,535.130286,11,1151.959955
57.22411349,1,235.8232977,80.83234341,509.6809126,3,677.9480077
73.85472008,1,284.0768125,90.58878807,402.6147848,7,1020.819147
54.03369307,1,171.5509066,117.0694221,522.9501204,8,972.3397339
77.00797786,1,104.755452,98.62362155,478.4357486,6,694.0455614
53.36669886,1,182.2486694,99.87444565,645.4468277,9,915.1176617
79.19856355,1,277.9446544,103.5384936,472.5122027,6,863.8841645
72.68271413,1,73.55277279,112.7122294,595.9594944,4,583.1006319
88.52903743,0,222.9687157,94.96373579,592.5064969,5,546.8510847
81.9412089,1,246.8864556,114.7667995,399.1680597,7,1027.684534
69.11700339,1,207.1739613,100.1769534,519.6007008,7,947.4228323
86.97753975,1,284.8364591,103.1138346,249.0584422,8,1120.671522
79.6658709,0,216.1962575,104.9018634,481.913982,6,575.3992253
88.07055616,0,189.841012,86.48853173,624.8727638,6,485.837529
69.69026487,1,107.850277,97.97711482,568.3032255,4,672.0247305
97.3789286,1,166.3579225,97.24543397,536.7689704,9,981.5236997
78.42095214,1,69.30813364,98.34757179,166.4236577,3,776.6192082
99.1098323,1,152.8032412,100.8575383,443.6412511,8,998.8570529
94.87713823,1,156.4171638,106.7310672,536.9485588,3,606.7967331
54.17271671,0,273.7262934,94.41566975,345.5932855,8,723.1300605
89.75175222,1,63.77439995,105.5986486,480.6448474,4,768.4174429
60.63412044,1,150.7271173,117.863705,552.6429104,3,688.6869502
94.67228941,1,266.0749262,103.2207448,421.2020143,6,978.8129226
55.99517837,1,250.2045928,111.387294,673.4474427,4,751.0858437
98.71281064,1,140.846723,85.98167564,486.2898519,6,878.9975672
56.30509949,1,130.8685897,100.0133669,408.014678,5,692.9836943
78.83117186,1,136.9896072,100.689388,485.4388675,5,751.0517421
66.16518439,1,108.435017,101.5858306,408.3657681,4,672.0250266
93.69160892,0,263.5606602,93.04727804,425.0144456,5,680.8983477
65.63544266,1,187.6429051,100.8507218,412.5489814,8,981.9149017
54.48150673,1,190.5661767,83.81336799,429.5701034,4,743.369293
57.37796933,1,52.41731319,98.84634879,174.9620279,4,758.0028799
67.51835559,0,222.1906335,100.4255338,592.8134838,13,879.6929455
63.92551504,1,206.4460657,118.5416044,420.8616531,9,1176.579753
79.73238407,0,144.4738569,96.32078559,386.1475125,2,417.1842861
94.28226253,1,182.0361323,92.82647681,576.2803008,8,959.5386812
95.71425194,1,198.666741,97.48283921,634.7811339,6,832.9513654
76.37677812,0,134.8786365,105.2208761,303.7992727,3,567.2737147
54.15083451,0,114.8598906,109.6599406,417.3273412,5,477.9347337
77.73950689,1,157.8341227,117.4541732,401.9008171,7,1067.605759
89.68488517,0,249.2426394,98.66591276,567.1447039,4,542.9985308
66.63418635,0,197.9371123,95.33536474,373.779266,2,410.0633358
78.46207255,1,193.9202095,88.28027197,477.9483901,3,661.7787063
89.12583297,0,99.98630816,104.7376854,617.0936266,7,554.7586153
79.56544038,0,167.1980831,75.58678677,400.9991598,6,597.510161
81.41498495,1,284.8941109,105.6039827,388.7404566,5,932.2108289
55.69726016,1,272.0914284,108.0389918,398.5473774,6,980.5692848
88.85693204,0,177.7324409,112.531111,544.0038778,4,506.0194626
50.8520359,0,199.6303438,94.77499136,412.1550861,6,585.8524638
88.75301312,1,149.9493304,101.4856271,501.7616959,4,752.3663042
97.59372384,1,120.1130572,93.1465643,445.7736909,7,837.016831
68.2184231,1,156.9057323,91.68804276,617.7410182,8,839.2682827
69.92463529,1,51.1127685,102.0425255,519.3069434,5,613.8119871
56.88624229,0,157.1985245,107.8762161,445.4210603,7,518.3671113
97.77198899,1,126.5305853,99.30609608,504.34669,4,797.4549835
70.55025922,1,121.6407901,100.7641872,462.5697127,7,915.8379732
69.65830752,1,193.3438113,87.61319545,452.9838679,5,815.0928056
86.77357341,1,262.6185783,117.0834423,561.1974091,7,1038.12245
65.27364901,0,123.8342521,117.5083013,506.7657344,6,531.4230061
68.59593743,1,263.1757803,116.0384868,606.0387858,4,763.6895728
77.51645221,1,137.1878484,92.55621178,250.6620251,9,1175.471165
84.18685967,0,191.9812413,120.4309578,587.6536559,2,392.1894934
58.71849533,1,263.1032898,99.13206097,660.4371919,7,908.4211686
50.40648636,1,289.4209069,111.7970758,430.9087152,4,818.1466983
98.89665946,1,75.33145724,105.6938588,416.4318915,6,842.6842856
56.45781984,1,253.8644998,83.99029959,422.9402981,5,843.4024162
93.27293413,1,267.4226047,102.1055888,601.46135,9,1156.599195
64.07802788,1,224.0014767,93.09691522,477.0567445,0,594.6059718
50.90468901,1,69.83033079,103.1749025,560.0205034,5,678.097363
62.41904837,0,130.5858016,100.091023,602.7967689,5,396.5912245
68.69454281,1,77.86548038,92.70884332,247.9303671,5,774.6458769
77.34295687,1,114.5605718,94.53698585,377.1227899,4,743.6306619
56.35508979,1,181.4234133,103.9474428,331.2050944,5,774.9792546
59.43661055,0,231.1313307,87.4486399,464.7654231,4,478.2077419
89.08065501,1,69.8556395,110.3539711,373.6824044,6,863.5340578
90.76197692,1,192.1482765,100.5154644,467.6276868,2,714.7690135
61.05002533,1,98.95563861,85.61538464,505.6664312,2,604.5196563
99.80356355,1,140.132128,104.276761,479.7604035,2,669.3139404
84.43417132,1,116.0165008,109.1052462,565.5618053,7,838.6188834
89.98650645,0,127.652799,108.1020053,510.8687761,4,506.5222333
